6/6/2020,58,78
6/7/2020,57,88
6/8/2020,58,83
6/9/2020,55,90
6/10/2020,63,96
6/11/2020,59,93
6/12/2020,58,76
6/13/2020,55,77
6/14/2020,59,84
6/15/2020,65,85
6/16/2020,60,81
6/17/2020,64,87
6/18/2020,59,94
6/19/2020,58,96
6/20/2020,56,91
6/21/2020,59,93
6/22/2020,59,99
6/23/2020,64,98
6/24/2020,62,99
6/25/2020,60,95
6/26/2020,59,95
6/27/2020,60,95
6/28/2020,59,87
6/29/2020,65,88
6/30/2020,60,91
7/1/2020,55,92
7/2/2020,55,88
7/3/2020,62,96
7/4/2020,53,93
7/5/2020,58,95
7/6/2020,56,90
7/7/2020,53,89
7/8/2020,65,94
7/9/2020,61,98
7/10/2020,60,98
7/11/2020,59,103
7/12/2020,59,101
7/13/2020,61,92
7/14/2020,58,92
7/15/2020,58,96
7/16/2020,62,94
7/17/2020,61,93
7/18/2020,60,96
7/19/2020,61,97
7/20/2020,60,96
7/21/2020,59,93
7/22/2020,60,96
7/23/2020,56,94
7/24/2020,58,94
7/25/2020,55,95
7/26/2020,60,100
7/27/2020,61,101
7/28/2020,59,100
7/29/2020,60,96
7/30/2020,60,96
7/31/2020,52,97
8/1/2020,53,94
8/2/2020,58,98
8/3/2020,60,99
8/4/2020,58,95
8/5/2020,59,95
8/6/2020,56,90
8/7/2020,61,96
8/8/2020,62,95
8/9/2020,62,98
8/10/2020,64,99
8/11/2020,61,93
8/12/2020,57,97
8/13/2020,60,97
8/14/2020,71,103
8/15/2020,68,107
8/16/2020,60,96
8/17/2020,59,95
8/18/2020,71,102
8/19/2020,71,97
8/20/2020,62,85
8/21/2020,59,91
8/22/2020,67,97
8/23/2020,61,97
8/24/2020,67,96
8/25/2020,58,94
8/26/2020,58,95
8/27/2020,54,92
8/28/2020,59,94
8/29/2020,61,94
8/30/2020,60,91
8/31/2020,60,96
9/1/2020,60,93
9/2/2020,60,87
9/3/2020,57,95
9/4/2020,57,98
9/5/2020,60,95
9/6/2020,67,105
9/7/2020,58,93
9/8/2020,58,93
9/9/2020,59,86
9/10/2020,55,80
9/11/2020,53,86
9/12/2020,58,92
9/13/2020,55,88
9/14/2020,58,90
9/15/2020,57,90
9/16/2020,52,90
9/17/2020,52,91
9/18/2020,60,83
9/19/2020,58,86
9/20/2020,55,90
9/21/2020,54,90
9/22/2020,60,90
9/23/2020,55,90
9/24/2020,63,89
9/25/2020,53,85
9/26/2020,58,90
9/27/2020,72,95
9/28/2020,69,97
9/29/2020,55,94
9/30/2020,56,100
10/1/2020,62,93
10/2/2020,57,90
10/3/2020,55,86
10/4/2020,54,83
10/5/2020,51,92
10/6/2020,51,93
10/7/2020,51,88
10/8/2020,52,78
10/9/2020,53,84
10/10/2020,55,76
10/11/2020,55,83
10/12/2020,51,87
10/13/2020,49,90
10/14/2020,57,93
10/15/2020,67,91
10/16/2020,58,93
10/17/2020,53,93
10/18/2020,51,91
10/19/2020,52,89
10/20/2020,52,90
10/21/2020,53,89
10/22/2020,49,79
10/23/2020,41,80
10/24/2020,44,76
10/25/2020,48,70
10/26/2020,54,73
10/27/2020,43,78
10/28/2020,36,76
10/29/2020,38,80
10/30/2020,40,79
10/31/2020,41,80
11/1/2020,40,79
11/2/2020,45,83
11/3/2020,41,78
11/4/2020,43,79
11/5/2020,44,81
11/6/2020,48,71
11/7/2020,46,71
11/8/2020,48,59
11/9/2020,35,58
11/10/2020,29,63
11/11/2020,45,67
11/12/2020,29,63
11/13/2020,43,57
11/14/2020,37,61
11/15/2020,36,69
11/16/2020,38,68
11/17/2020,43,64
11/18/2020,43,65
11/19/2020,42,63
11/20/2020,36,66
11/21/2020,42,63
11/22/2020,31,65
11/23/2020,36,66
11/24/2020,39,65
11/25/2020,41,63
11/26/2020,51,63
11/27/2020,34,62
11/28/2020,29,64
11/29/2020,29,64
11/30/2020,30,67
12/1/2020,39,61
12/2/2020,31,69
12/3/2020,39,60
12/4/2020,33,69
12/5/2020,31,62
12/6/2020,37,67
12/7/2020,57,72
12/8/2020,36,69
12/9/2020,41,60
12/10/2020,43,69
12/11/2020,39,55
12/12/2020,41,57
12/13/2020,42,54
12/14/2020,36,58
12/15/2020,37,56
12/16/2020,37,55
12/17/2020,42,59
12/18/2020,36,56
12/19/2020,31,58
12/20/2020,37,53
12/21/2020,31,50
12/22/2020,38,60
12/23/2020,32,55
12/24/2020,31,55
12/25/2020,37,54
12/26/2020,43,61
12/27/2020,36,54
12/28/2020,38,54
12/29/2020,38,54
12/30/2020,38,54
12/31/2020,38,55
